Page Path,Page Title,Pageviews,Avg Session Duration (s),Bounce Rate,Engagement Rate
"/plan-screen-porch/mesh-and-colors/","Mesh and Colors - Mosquito Curtains","40652","157.14670864297852","0.04372006797466399","0.956279932025336"
"/order-mesh-netting-fabrics/","Order Mesh Netting Fabrics - Mosquito Curtains","37449","147.70137302612315","0.059863135971437074","0.94013686402856289"
"/project-gallery/clear-vinyl-plastic-enclosures/","Clear Vinyl Plastic Enclosures - Mosquito Curtains","31487","132.3513367913296","0.059876927331812213","0.94012307266818784"
"/mosquito-netting/fasteners-and-rigging-ideas/","Fasteners and Rigging Ideas - Mosquito Curtains","31179","193.70814107850904","0.055616699684496292","0.94438330031550366"
"/","(not set)","29961","2.3109361060323383","0.42319651741293535","0.57680348258706471"
"/pergola-screen-curtains/","Pergola Screen Curtains - Mosquito Curtains","29506","95.92436971635837","0.083496554225607547","0.91650344577439247"
"/gazebo-screen-curtains/","Gazebo Screen Curtains - Mosquito Curtains","29441","89.003281884635442","0.0758918596857079","0.92410814031429211"
"/mc-sales/","MC Sales - Mosquito Curtains","26876","704.79030177211939","0.017661179698216737","0.98233882030178321"
"/plan-screen-porch/magnetic-doorways/","Magnetic Doorways - Mosquito Curtains","25066","202.78315954961644","0.044638485392524893","0.95536151460747509"
"/work-with-a-planner/","Work With A Planner - Mosquito Curtains","24710","130.9517463528052","0.036098515159598117","0.96390148484040183"
"/raw-netting-fabric-store/","Raw Netting Fabric Store - Mosquito Curtains","23983","70.1795970678","0.022","0.978"
"/checkout/","Checkout - Mosquito Curtains","23881","207.04380119060966","0.02849966186841851","0.97150033813158154"
"/roll-up-shade-screens/","Roll Up Shade Screens - Mosquito Curtains","23846","126.30819183237533","0.083516483516483511","0.91648351648351645"
"/garage-door-screens/","Garage Door Screens - Mosquito Curtains","20477","106.04430991231364","0.068293191533729536","0.93170680846627041"
"/form-entry/","Form Entry - Mosquito Curtains","18351","165.03831728083682","0.17879919116503346","0.8212008088349666"
"/awning-screen-enclosures/","Awning Screen Enclosures - Mosquito Curtains","17682","89.332503644571716","0.06835628122334593","0.93164371877665408"
"/boat-screens/","Boat Screens - Mosquito Curtains","15351","114.61215931406889","0.090922358435493289","0.90907764156450677"
"/clear-vinyl-installation/","Clear Vinyl Installation - Mosquito Curtains","14192","280.49778178342615","0.054317548746518104","0.94568245125348194"
"/order-mesh-panels/","Order Mesh Panels - Mosquito Curtains","13823","154.48332560311874","0.048122065727699531","0.9518779342723005"
"/clear-vinyl-self-installation-advantages/","Clear Vinyl Self-Installation Advantages - Mosquito Curtains","13297","257.45180624009606","0.05207082833133253","0.94792917166866741"
"/plan-screen-porch/","Plan Screen Porch - Mosquito Curtains","12319","92.930562538737291","0.01374228241386178","0.98625771758613823"
"/mosquito-curtains-velcro-installation/","Mosquito Curtains Velcro Installation - Mosquito Curtains","11794","381.5644749361993","0.051006482429205052","0.948993517570795"
"/mosquito-netting/let-us-make-it-for-you/","Mosquito Netting Ideas - Mosquito Curtains","11283","101.07329436053014","0.0285773452060468","0.97142265479395318"
"/screen-porch-enclosures-gs/","Screen Porch Enclosures GS - Mosquito Curtains","10829","45.841194867150222","0.1242603550295858","0.87573964497041423"
"/french-door-screens/","French Door Screens - Mosquito Curtains","10173","92.712691881618682","0.074088987316287491","0.92591101268371245"
"/product/attachment-items-sales/","Attachment Items - Mosquito Curtains","9880","93.577010279524629","0.035899975241396383","0.96410002475860357"
"/order-attachments/","Order Attachments - Mosquito Curtains","9485","197.27576331831756","0.055749128919860627","0.94425087108013939"
"/outdoor-projection-screens/","Outdoor Projection Screens - Mosquito Curtains","9050","100.70494205357511","0.12033793529775397","0.87966206470224606"
"/theater-scrims/","Theater Scrims - Mosquito Curtains","8903","105.18793237787233","0.15382978723404256","0.8461702127659575"
"/product/mesh-panels/","Mesh Panels - Mosquito Curtains","8433","98.318590848170743","0.029268292682926831","0.97073170731707314"
"/about/","About Us - Mosquito Curtains","8039","98.17882879925","0.04375","0.95625"
"/shop/","Shop - Mosquito Curtains","7947","79.337152487694311","0.080958549222797924","0.91904145077720212"
"/shipping/","Shipping - Mosquito Curtains","7832","98.084356531163948","0.04555694618272841","0.95444305381727157"
"/patio-winterize/","Patio Winterize - Mosquito Curtains","7716","109.93275315306668","0.0736","0.9264"
"/theatre-scrim/","Theatre Scrim Material - Mosquito Curtains","7163","115.60997833500278","0.10990539788536449","0.89009460211463554"
"/porch-winterize/","Porch Winterize - Mosquito Curtains","7091","88.002245577918174","0.060168471720818288","0.9398315282791817"
"/order-tracking/","Order Tracking - Mosquito Curtains","6831","114.63503948620189","0.035584604212055192","0.96441539578794477"
"/industrial-netting/","Industrial Netting - Mosquito Curtains","6723","82.779378379847429","0.07056579783852511","0.92943420216147488"
"/porch-vinyl-curtains/","Porch Vinyl Curtains - Mosquito Curtains","6597","147.81357116869347","0.071718116619893982","0.928281883380106"
"/prepare/","Prepare - Mosquito Curtains","6596","145.53917629719263","0.058405937399161022","0.941594062600839"
"/mosquito-curtains-reviews/","Mosquito Curtains Reviews - Mosquito Curtains","6496","153.62134639772046","0.055488902219556088","0.944511097780444"
"/ordering-clear-vinyl/","Ordering Clear Vinyl - Mosquito Curtains","6264","229.0140088374317","0.047472677595628412","0.95252732240437155"
"/shade-screen-mesh/","Shade Screen Mesh - Mosquito Curtains","6093","116.45089613075061","0.084399861639571083","0.915600138360429"
"/yardistry-gazebo-curtains/","Yardistry Gazebo Curtains - Mosquito Curtains","5868","76.7482059095986","0.064572425828970326","0.93542757417102962"
"/client-uploads/","Client Uploads - Mosquito Curtains","5584","155.93753674838189","0.1610032362459547","0.8389967637540453"
"/project-gallery/","Project Gallery - Mosquito Curtains","5455","25.849318913537552","0.012845849802371542","0.98715415019762842"
"/plan-screen-porch/3-sided-exposure/","3 Sided Exposure - Mosquito Curtains","5329","163.85122523128047","0.028799291094373063","0.97120070890562693"
"/order-raw-netting-attachment-hardware/","Order Raw Netting Attachment Hardware - Mosquito Curtains","5242","142.28285516554621","0.041176470588235294","0.95882352941176474"
"/cv-sales/","CV Sales - Mosquito Curtains","5164","380.31995899317224","0.016281512605042018","0.98371848739495793"
"/product/standard-track/","Standard Track - Mosquito Curtains","4991","85.152186163888885","0.0375","0.9625"
"/apron-colors-to-choose-from/","Apron Colors For Clear Vinyl Enclosures - Mosquito Curtains","4520","112.37477054805915","0.04852125693160813","0.95147874306839186"
"/porch-vinyl-panels/","Porch Vinyl Panels - Mosquito Curtains","4488","82.50207988675119","0.096633143856580672","0.90336685614341927"
"/plan-screen-porch/sealing-the-base/","Sealing The Base - Mosquito Curtains","4361","147.88440241662795","0.069205759405480724","0.93079424059451932"
"/mosquito-net/","Mosquito Net - Mosquito Curtains","4327","127.46927369071192","0.082508250825082508","0.91749174917491749"
"/satisfaction-guarantee/","Satisfaction Guarantee - Mosquito Curtains","4156","137.09457928988328","0.055933852140077824","0.94406614785992216"
"/mosquito-curtain-planning-session/","Mosquito Curtain Planning Session - Mosquito Curtains","4028","257.46696682178219","0.0891089108910891","0.91089108910891092"
"/caring-for-mosquito-curtains/","Caring For Mosquito Curtains - Mosquito Curtains","4015","88.460090745002447","0.065333983422720621","0.93466601657727932"
"/product/clear-vinyl-panels/","Clear Vinyl Panels - Mosquito Curtains","3857","94.621466066476046","0.037169406719085057","0.96283059328091491"
"/what-makes-our-clear-vinyl-product-better/","What Makes Our Clear Vinyl Product Better - Mosquito Curtains","3853","202.55565077412626","0.046948356807511735","0.95305164319248825"
"/mosquito-curtains-faq/","MC FAQ - Mosquito Curtains","2837","146.74104581714286","0.066428571428571434","0.93357142857142861"
"/plan-screen-porch/3-sided-exposure/regular-columns-tracking/","Regular Columns Tracking - Mosquito Curtains","2752","156.87336712088754","0.048967100229533281","0.95103289977046668"
"/plan-screen-porch/single-sided-exposure/","Single Sided Exposure - Mosquito Curtains","2715","201.20818420810315","0.044198895027624308","0.95580110497237569"
"/reddit/mc-quote/","MC Quote - Mosquito Curtains","2578","114.65229483653846","0.26373626373626374","0.73626373626373631"
"/caring-for-clear-vinyl/","Caring For Clear Vinyl - Mosquito Curtains","2528","113.11176912442748","0.065648854961832065","0.934351145038168"
"/industrial-mesh/","Industrial Mesh - Mosquito Curtains","2468","112.93962356287423","0.046193327630453376","0.95380667236954664"
"/plan-screen-porch/2-sided-exposure/","2 Sided Exposure - Mosquito Curtains","2206","141.73391234750267","0.037194473963868227","0.96280552603613179"
"/a-new-mulligan-blocker-for-golf-course-residents/","A New Mulligan Blocker For Golf Course Residents - Mosquito Curtains","2096","91.3926127848223","0.076849183477425559","0.92315081652257447"
"/install","Install - Mosquito Curtains","2070","80.621380374313944","0.014270032930845226","0.98572996706915472"
"/weather-curtains/","Weather Curtains - Mosquito Curtains","2068","84.281408571297135","0.14903403863845446","0.85096596136154556"
"/what-can-go-wrong-with-clear-vinyl/","What Can Go Wrong With Clear Vinyl Plastic - Mosquito Curtains","1791","174.79389004180064","0.090032154340836015","0.909967845659164"
"/rn-sales/","RN Sales - Mosquito Curtains","1727","105.92314734017596","0.010263929618768328","0.98973607038123168"
"/project-planning/","Project Planning - Mosquito Curtains","1649","75.584178647662483","0.084378563283922459","0.91562143671607754"
"/product/fully-refundable-industrial-snap-tool/","Fully Refundable Industrial Snap Tool - Mosquito Curtains","1590","60.613561539370082","0.061679790026246718","0.93832020997375332"
"/product/raw-heavy-mosquito-mesh/","Raw Heavy Mosquito Mesh - Mosquito Curtains","1562","84.848061008576337","0.056603773584905662","0.94339622641509435"
"/camping-net/","Camping Net - Mosquito Curtains","1550","144.00162596047431","0.10540184453227931","0.8945981554677207"
"/insulated-curtain-panels/","Insulated Curtain Panels - Mosquito Curtains","1549","73.476921420595531","0.10297766749379653","0.89702233250620345"
"/mosquito-netting/all-netting-and-attachment-hardware/","Mosquito Netting Attachment Fasteners - Mosquito Curtains","1546","108.29807065081351","0.096370463078848556","0.90362953692115144"
"/clear-vinyl-planning-session/","Clear Vinyl Planning Session - Mosquito Curtains","1497","241.3367072681564","0.0782122905027933","0.92178770949720668"
"/plan-screen-porch/2-sided-exposure/regular-columns-velcro/","Regular Columns Velcro - Mosquito Curtains","1467","132.16846129842182","0.0703012912482066","0.92969870875179339"
"/product/1-inch-screw-studs/","1 inch screw studs","1454","63.023467508928562","0.026785714285714284","0.9732142857142857"
"/hvac-chiller-screens/","HVAC Chiller Screens - Mosquito Curtains","1441","95.003543812997336","0.11273209549071618","0.88726790450928383"
"/plan-screen-porch/4-plus-sided-exposure/","4 Plus Sided Exposure - Mosquito Curtains","1428","142.10103195881385","0.024711696869851731","0.97528830313014825"
"/blog/","Blog - Mosquito Curtains","1395","15.177030679354095","0.34140715109573239","0.65859284890426761"
"/product/135-degree-curve-heavy/","135 Degree Curve (heavy) - Mosquito Curtains","1331","66.041006563829782","0.031914893617021274","0.96808510638297873"
"/professionals/","Professionals - Mosquito Curtains","1308","142.14616688350984","0.10741301059001512","0.89258698940998482"
"/mosquito-enclosures-for-decks/","Mosquito Enclosures For Decks - Mosquito Curtains","1294","105.04697862962963","0.054012345679012343","0.94598765432098764"
"/product/stucco-strips/","Stucco Strips - Mosquito Curtains","1145","64.630924454","0.036","0.964"
"/plan-screen-porch/3-sided-exposure/regular-columns-velcro/","Regular Columns Velcro - Mosquito Curtains","1132","520.8749766673152","0.068093385214007776","0.93190661478599224"
"/product/heavy-track/","Heavy Track - Mosquito Curtains","1108","60.511928537815123","0.02100840336134454","0.97899159663865543"
"/plan-screen-porch/2-sided-exposure/regular-columns-tracking/","Regular Columns Tracking - Mosquito Curtains","1055","166.39845452459014","0.036885245901639344","0.96311475409836067"
"/store/heavy_mosquito_tracking.php","Page not found - Mosquito Curtains","1014","293.08345392348281","0.12137203166226913","0.87862796833773082"
"/","Screen Patio Enclosures, Clear Vinyl Winter Panels ","930","0.93111607004310337","1","0"
"/plan-screen-porch/free-standing/","Free Standing - Mosquito Curtains","857","59.64258305586592","0.0446927374301676","0.95530726256983245"
"/plan-screen-porch/3-sided-exposure/irregular-columns-tracking/","Irregular Columns Tracking - Mosquito Curtains","843","197.6938183","0.063157894736842107","0.93684210526315792"
"/product/black-marine-snaps/","Black Marine Snaps (Bags of 10) - Mosquito Curtains","843","81.666628616071435","0.0744047619047619","0.92559523809523814"
"/tentscreenpanels/","Tent Screens - Mosquito Curtains","841","51.3994928041958","0.076923076923076927","0.92307692307692313"
"/product/raw-no-see-um-mesh/","Raw No-See-Um Mesh - Mosquito Curtains","839","102.45777832091693","0.091690544412607447","0.90830945558739251"
"/product/attachment-items/","Attachment Items - Mosquito Curtains","800","94.385545389438946","0.0462046204620462","0.95379537953795379"
"/sale/","Sale - Mosquito Curtains","761","125.18534836467236","0.05128205128205128","0.94871794871794868"
"/product-category/attachment-fasteners/","Attachments & Track Hardware Archives - Mosquito Curtains","758","7.477724525305411","0.60558464223385688","0.39441535776614312"
"/speed-test/","Speed Test - Mosquito Curtains","758","636.880045448276","0.11494252873563218","0.88505747126436785"
"/heavy-track/","Heavy Track - Mosquito Curtains","742","111.1567916728395","0.040123456790123455","0.95987654320987659"
"/plan-screen-porch/4-plus-sided-exposure/regular-columns-tracking/","Regular Columns Tracking - Mosquito Curtains","714","186.87934318879056","0.058997050147492625","0.94100294985250732"
"/product/135-degree-curve-standard/","135 Degree Curve (standard) - Mosquito Curtains","668","52.59989842307693","0.038461538461538464","0.96153846153846156"
"/faqs/","FAQ's - Mosquito Curtains","660","31.520992717948719","0.054487179487179488","0.94551282051282048"
"/","Clear Vinyl Plastic Patio Enclosures - Mosquito Curtains","653","0.36143180428134553","1","0"
"/product/raw-shark-tooth-scrim/","Raw Shark Tooth Scrim - Mosquito Curtains","602","93.5547030790378","0.14432989690721648","0.85567010309278346"
"/clear-vinyl-faq/","CV FAQ - Mosquito Curtains","599","153.98103090332327","0.12084592145015106","0.879154078549849"
"/product-category/uncategorized/","Uncategorized Archives - Mosquito Curtains","586","73.416335819209039","0.25423728813559321","0.74576271186440679"
"/product/clear-adhesive-snaps/","Clear Adhesive Snaps (Bags of 5) - Mosquito Curtains","571","90.105930064056949","0.12811387900355872","0.87188612099644125"
"/photos/","Photos - Mosquito Curtains","556","124.08548943065692","0.054744525547445258","0.94525547445255476"
"/product-category/hidden-product/","Hidden Product Archives - Mosquito Curtains","556","51.708819035714285","0.16428571428571428","0.83571428571428574"
"/blog/","(not set)","539","4.026249947811448","0.55218855218855223","0.44781144781144783"
"/product/attachment-items-raw-netting/","Raw Netting Attachment Items - Mosquito Curtains","536","51.123390104046251","0.034682080924855488","0.96531791907514453"
"/","leadsgo.io","501","25.980322349999998","0","1"
"/product-category/other-items/","Other Items Archives - Mosquito Curtains","500","38.199241816513762","0.082568807339449546","0.91743119266055051"
"/screened-porch-enclosures/","(not set)","490","2.2567816297520658","0.17024793388429751","0.82975206611570251"
"/opportunities/","Opportunities - Mosquito Curtains","488","114.25012821810698","0.11522633744855967","0.8847736625514403"
"/product/mesh-panels-store/","Mesh Panels - Mosquito Curtains","471","86.194868802547759","0.063694267515923567","0.93630573248407645"
"/product/tie-up-straps/","Tie Up Straps - Mosquito Curtains","470","65.522453794392518","0.098130841121495324","0.90186915887850472"
"/product/heavy-mosquito-mesh-panels/","Heavy Mosquito Mesh Panels - Mosquito Curtains","461","77.617169922018348","0.055045871559633031","0.944954128440367"
"/product/heavy-mosquito-mesh-old/","Heavy Mosquito Mesh Old - Mosquito Curtains","458","145.26652442060086","0.11587982832618025","0.88412017167381973"
"/product/mosquito-curtain/","Mosquito Curtain - Mosquito Curtains","454","126.48978567326733","0.0297029702970297","0.97029702970297027"
"/product/raw-netting-attachment-items/","Raw Netting Attachment Items - Mosquito Curtains","447","36.714013889502766","0.022099447513812154","0.97790055248618779"
"/product/no-see-um-mesh-panels/","No-See-Um Mesh Panels - Mosquito Curtains","431","60.103302287769793","0.035971223021582732","0.96402877697841727"
"/how-to-cope-with-pollen-in-porches-and-gazebos/","How to Cope With Pollen in Porches and Gazebos - Mosquito Curtains","420","81.093332553571415","0.10267857142857142","0.8973214285714286"
"/why-do-mosquitoes-seem-more-intense-in-northern-climates/","Why Do Mosquitoes Seem More Intense In Northern Climates? - Mosquito Curtains","394","114.1380768592233","0.067961165048543687","0.93203883495145634"
"/mosquito-curtains/screen-rooms-5","Page not found - Mosquito Curtains","390","30.226862806818179","0.19886363636363635","0.80113636363636365"
"/mc-sales/","Page not found - Mosquito Curtains","380","154.46114008064515","0.0913978494623656","0.90860215053763438"
"/product/block-magnets/","Block Magnets (Bags of 10) - Mosquito Curtains","378","59.973835350574717","0.057471264367816091","0.94252873563218387"
"/plan-screen-porch/2-sided-exposure/irregular-columns-tracking/","Irregular Columns Tracking - Mosquito Curtains","377","147.87730131073445","0.0847457627118644","0.9152542372881356"
"/product/attachment-items-raw-netting-mobile/","Attachment Items - Mosquito Curtains","364","63.055189184615386","0.069230769230769235","0.93076923076923079"
"/ta-sales/","TA Sales - Mosquito Curtains","358","96.436733288888888","0","1"
"/cart/","(not set)","353","2.3519364147843942","0.62833675564681724","0.37166324435318276"
"/product/90-degree-curve-standard/","90 Degree Curve (standard) - Mosquito Curtains","351","100.29617374111676","0.17258883248730963","0.82741116751269039"
"/product/black-elastic-cord/","Black Elastic Cord - Mosquito Curtains","344","70.992331964497055","0.14792899408284024","0.85207100591715978"
"/product/extra-strength-ring-magnets/","Extra Strength Ring Magnets - Mosquito Curtains","326","35.876442536764706","0.051470588235294115","0.94852941176470584"
"/product/black-adhesive-hook-velcro/","Black Adhesive Hook Velcro - Mosquito Curtains","304","24.028467107142859","0.035714285714285712","0.9642857142857143"
"/product/raw-shade-mesh/","Raw Shade Mesh - Mosquito Curtains","304","107.52208238400002","0.048","0.952"
"/project-gallery/black-netting/","Black Netting - Mosquito Curtains","299","82.47021959863946","0.068027210884353748","0.93197278911564629"
"/product/fiberglass-rod-clips/","Fiberglass Rod Clips (Bags of 2) - Mosquito Curtains","298","31.162121104347822","0.043478260869565216","0.95652173913043481"
"/store/cart.php","Page not found - Mosquito Curtains","295","103.168962296875","0.171875","0.828125"
"/bond-sales-mosquito-curtains-and-a-rodeo-ghost/","Bond Sales, Mosquito Curtains And A Rodeo Ghost. - Mosquito Curtains","290","265.970926886076","0.12025316455696203","0.879746835443038"
"/shop/page/2/","Shop - Page 2 of 8 - Mosquito Curtains","289","50.297413550847452","0.025423728813559324","0.97457627118644063"
"/plan-screen-porch/4-plus-sided-exposure/regular-columns-velcro/","Regular Columns Velcro - Mosquito Curtains","286","129.12263362500002","0.0703125","0.9296875"
"/product/fiberglass-rods/","Fiberglass Rods (Bags of 2) - Mosquito Curtains","283","48.632287422535207","0.16901408450704225","0.83098591549295775"
"/product/white-marine-snaps/","White Marine Snaps (Bags of 10) - Mosquito Curtains","280","158.03264290517242","0.094827586206896547","0.90517241379310343"
"/collections/","Page not found - Mosquito Curtains","272","17.163879014705884","0","1"
"/videos/","Videos - Mosquito Curtains","264","470.05109512844035","0.11009174311926606","0.88990825688073394"
"/product/shade-mesh-120-roll-old/","Shade Mesh (120"" Roll) Old - Mosquito Curtains","259","111.96318453097345","0.053097345132743362","0.94690265486725667"
"/product/rubber-washers-bags-of-10/","Rubber Washers (Bags of 10) - Mosquito Curtains","252","11.653136254901961","0.049019607843137254","0.9509803921568627"
"/1-screen-room-other/mosquito_netting_products_and_prices.html","Page not found - Mosquito Curtains","246","23.07806873282443","0.23664122137404581","0.76335877862595425"
"/product/zippered-stucco-strips/","Zippered Stucco Strips - Mosquito Curtains","229","34.974436851851856","0.027777777777777776","0.97222222222222221"
"/product/tether-clips/","Tether Clips - Mosquito Curtains","210","70.536834466666676","0.088888888888888892","0.91111111111111109"
"/history-of-mans-deadliest-killer/","History of Man’s Deadliest Killer - Mosquito Curtains","208","109.17067032380953","0.13333333333333333","0.8666666666666667"
"/clear-vinyl-plastic-patio-enclosures/","(not set)","200","2.3900285361445781","0.32228915662650603","0.677710843373494"
"/product/adjustment/","Adjustment - Mosquito Curtains","195","16.01375505128205","0.05128205128205128","0.94871794871794868"
"/gazebos-then-and-now/","Gazebos: Then and Now - Mosquito Curtains","188","80.127570103773579","0.13207547169811321","0.86792452830188682"
"/professionals-map/","Professionals Map - Mosquito Curtains","182","607.23824628","0.04","0.96"
"/plan-screen-porch/mesh-and-colors/","Maschen und Farben - Moskitovorhänge","171","68.143204868421051","0.026315789473684209","0.97368421052631582"
"/store/admin/view_orders.php","Page not found - Mosquito Curtains","171","204.18507506185568","0.22680412371134021","0.77319587628865982"
"/mosquito-netting/","(not set)","170","1.9745044290657441","0.39792387543252594","0.60207612456747406"
"/mp-sales/","MP Sales - Mosquito Curtains","170","155.84584604918032","0","1"
"/product/zippered-stucco-strip/","Zippered Stucco Strip - Mosquito Curtains","169","87.878190258426969","0.1348314606741573","0.8651685393258427"
"/plan-screen-porch/3-sided-exposure/irregular-columns-velcro/","Irregular Columns Velcro - Mosquito Curtains","167","75.96280455405406","0.013513513513513514","0.98648648648648651"
"/mosquito-netting","Mosquito Netting - Mosquito Curtains","166","69.9636892247191","0.12359550561797752","0.8764044943820225"
"/shop/page/3/","Shop - Page 3 of 8 - Mosquito Curtains","158","36.844413757142853","0.042857142857142858","0.95714285714285718"
"/product/l-screws/","L-Screws - Mosquito Curtains","157","16.787130285714287","0","1"
"/product/panel-to-panel-snaps/","Panel To Panel Snaps (Packs of 5 +economy tool) - Mosquito Curtains","154","67.532710363636369","0.12987012987012986","0.87012987012987009"
"/plan-screen-porch/4-plus-sided-exposure/screen-a-wrap-around-porch-with-odd-shaped-columns-and-a-tracking-attachment/","Irregular Columns Tracking - Mosquito Curtains","153","158.50012104054053","0.040540540540540543","0.95945945945945943"
"/plan-screen-porch/mesh-and-colors/","Maille et couleurs - Rideaux anti-moustiques","147","89.638501054794531","0.0684931506849315","0.93150684931506844"
"/vinylpanels/gallery/residential/_154","Page not found - Mosquito Curtains","147","28.565935555555555","0.041666666666666664","0.95833333333333337"
"/product/carriers-standard/","Carriers (standard) - Mosquito Curtains","144","49.003869933333334","0.13333333333333333","0.8666666666666667"
"/product/2-inch-screw-studs/","2 inch screw studs - Mosquito Curtains","142","23.964667305555555","0.027777777777777776","0.97222222222222221"
"/product/fastwax-cleaner/","Fastwax Cleaner - Mosquito Curtains","141","122.47616932857143","0.14285714285714285","0.8571428571428571"
"/Clear-vinyl-plastic-4/clear-plastic-panels.jpg","Page not found - Mosquito Curtains","140","7.2884041830985922","0.16901408450704225","0.83098591549295775"
"/product/raw-standard-mosquito-mesh-mobile/","Raw Standard Mosquito Mesh - Mosquito Curtains","133","106.31111066101695","0.16949152542372881","0.83050847457627119"
"/product/cv-panels/","CV Panels - Mosquito Curtains","131","26.26928264516129","0.080645161290322578","0.91935483870967738"
"/product/shade-mesh-panels/","Shade Mesh Panels - Mosquito Curtains","131","36.1577400625","0.09375","0.90625"
"/product/white-elastic-cord/","White Elastic Cord - Mosquito Curtains","131","8.59792650877193","0.08771929824561403","0.91228070175438591"
